category_name,category_created_by,category_created_date,project_created_by,project_created_date,project_description,project_end_date,project_start_date,project_story_name,epic_created_by,epic_created_date,epic_description,epic_end_date,epic_epic_name,epic_start_date,story_closed_by,story_created_by,story_created_date,story_description,story_end_date,story_start_date,story_STATUS,story_task_name,story_updated_date,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:02:51,,2015-06-09 00:00:00,Data Processing environment /pipeline for Data Engineers,2015-05-19 00:00:00,,Ha G,2015-05-19 11:07:10,,2015-06-09 00:00:00,2015-05-19 00:00:00,0,Data Processing (cleaning) Infrastructure (beta),2015-05-19 11:07:26,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:03:13,,2015-06-23 00:00:00,World-class Hadoop clusters,2015-05-19 00:00:00,,Ha G,2015-05-19 11:07:35,,2015-06-23 00:00:00,2015-05-19 00:00:00,0,"Multi-tenant, auto-scaling, secure Hadoop clusters",2015-05-19 11:07:52,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:03:58,,2015-07-21 00:00:00,On-boarding of Data Sources,2015-05-19 00:00:00,Priyanshu Mishra,Ha G,2015-05-19 11:08:02,,2015-06-23 00:00:00,2015-05-19 00:00:00,3,On-boarding of Data Sources (1-5),2015-05-26 12:24:36,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:03:58,,2015-07-21 00:00:00,On-boarding of Data Sources,2015-05-19 00:00:00,,Ha G,2015-05-19 11:08:29,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,On-boarding of Data Sources (6-10),2015-05-19 11:08:47,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:03:58,,2015-07-21 00:00:00,On-boarding of Data Sources,2015-05-19 00:00:00,,Ha G,2015-05-19 11:08:53,,2015-07-21 00:00:00,2015-05-19 00:00:00,0,On-boarding of Data Sources (10-20),2015-05-19 11:09:08,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:04:15,,2015-06-23 00:00:00,Data Access,2015-05-19 00:00:00,,Ha G,2015-05-19 11:09:16,,2015-06-23 00:00:00,2015-05-19 00:00:00,0,"“Almost real-time” analytical querying (many unknowns, high risk)",2015-05-19 11:09:32,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:04:33,,2015-06-23 00:00:00,Crayon Data Lake,2015-05-19 00:00:00,,Ha G,2015-05-19 11:09:41,,2015-06-23 00:00:00,2015-05-19 00:00:00,0,Crayon Data Lake(beta) - HBase + HIVE Integration,2015-05-19 11:09:55,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:04:49,,2015-06-23 00:00:00,"Create and Implement Frameworks for Matching and Merging/ Cleaning/ Metadata model Definition, and Data Augmentation in consultantion with Ajay. Build a system of owners do that they may manage and improve each of these frameworks",2015-05-19 00:00:00,,Ha G,2015-05-19 11:10:03,,2015-06-23 00:00:00,2015-05-19 00:00:00,0,Command Line Algo-Evaluator + UDF Library,2015-05-19 11:10:17,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:05:09,,2015-07-07 00:00:00,Cross Source de-duplication (beta),2015-05-19 00:00:00,,Ha G,2015-05-19 11:10:25,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,"Cross Source de-duplication, 2 categories (beta)",2015-05-19 11:10:46,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:05:44,,2015-07-07 00:00:00,Data Marts,2015-05-19 00:00:00,,Ha G,2015-05-19 11:10:58,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,Data Marts (categories 1-3),2015-05-19 11:11:14,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:05:44,,2015-07-07 00:00:00,Data Marts,2015-05-19 00:00:00,,Ha G,2015-05-19 11:11:22,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,Data Marts (Categories 4 & 5),2015-05-21 02:55:28,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:06:00,,2015-07-07 00:00:00,Enterprise data pipeline (TBC),2015-05-19 00:00:00,,Ha G,2015-05-19 11:11:58,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,Support for Transactional & Product Catalogue data classes. Ingest @ ?GB/day,2015-05-19 11:12:10,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:05,,2015-08-04 00:00:00,2015-05-19 00:00:00,Data Platfom,Ha G,2015-05-19 11:06:26,,2015-08-04 00:00:00,Data Platfom,2015-05-19 00:00:00,,Ha G,2015-05-19 11:12:21,,2015-08-04 00:00:00,2015-05-19 00:00:00,0,Migration of new Data Platform to Production,2015-05-21 02:55:32,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:12:47,,2015-07-07 00:00:00,Making Maya Infra-structure Agnostic,2015-05-19 00:00:00,,Ha G,2015-05-19 11:15:24,,2015-07-07 00:00:00,2015-05-19 00:00:00,0,"Test Maya on atleast two cloud platforms (Google, Azure, AWS etc.,)",2015-05-19 11:15:41,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:13:06,,2015-06-09 00:00:00,Making Maya Big data vendor less,2015-05-19 00:00:00,,Ha G,2015-05-19 11:15:48,,2015-06-09 00:00:00,2015-05-19 00:00:00,0,"Test Maya without any of HDP, Cloudera, MAPr, Pivotal vendor Bigdata stacks",2015-05-19 11:16:04,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:13:24,,2015-06-23 00:00:00,Making Maya Big data vendor neutral,2015-05-19 00:00:00,,Ha G,2015-05-19 11:16:10,,2015-06-23 00:00:00,2015-05-19 00:00:00,0,"Test Maya on atleast two big data vendors HDP, Cloudera, etc.,",2015-05-19 11:16:27,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:13:40,,2015-08-04 00:00:00,Making Maya Enterprise Deployable,2015-05-19 00:00:00,,Ha G,2015-05-19 11:16:33,,2015-08-04 00:00:00,2015-05-19 00:00:00,0,Maya Software Package that is easily deployable like Apache Ambari on an enterprise cluster,2015-05-19 11:16:47,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:13:53,,2015-07-21 00:00:00,Making Maya A/B Testable in a live environment with a variety of Algos,2015-05-19 00:00:00,,Ha G,2015-05-19 11:16:53,,2015-07-21 00:00:00,2015-05-19 00:00:00,0,Create Test Harness to measure Effectiveness of choices and Hot swap algos,2015-05-19 11:17:07,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:14:10,,2015-08-19 00:00:00,Making Maya generate choices on a cheap hardware,2015-05-19 00:00:00,,Ha G,2015-05-19 11:17:36,,2015-08-19 00:00:00,2015-05-19 00:00:00,0,Test Generating choices for a 250GB Dataset on a 8GB RAM / 512 GB Disk,2015-05-19 11:18:11,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:14:24,,2015-06-10 00:00:00,New Categories and Segments,2015-05-19 00:00:00,,Ha G,2015-05-19 11:18:38,,2015-06-10 00:00:00,2015-05-19 00:00:00,0,Design Experiment to Cater to New Segments for Choices ( Leisure etc.),2015-05-19 11:18:55,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:31,,2015-08-19 00:00:00,2015-05-19 00:00:00,Maya,Ha G,2015-05-19 11:14:36,,2015-07-31 00:00:00,Unified Engineering Team,2015-05-19 00:00:00,,Ha G,2015-05-19 11:19:01,,2015-07-31 00:00:00,2015-05-19 00:00:00,0,"Build a Unified Engineering Team with distributed responsibilites for SEM, Agile, Product development, and Data Pipeline development",2015-05-19 11:19:21,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:53:51,,2015-06-09 00:00:00,2015-05-19 00:00:00,Delivery,Ha G,2015-05-19 11:19:33,,2015-06-09 00:00:00,Start to define Product Delivery,2015-05-19 00:00:00,,Ha G,2015-05-19 11:19:46,,2015-06-09 00:00:00,2015-05-19 00:00:00,0,"Start to formulate a plan for product/engg delivery team, actions thereof and processes",2015-05-19 11:20:01,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:14,,2015-06-22 00:00:00,2015-05-19 00:00:00,Innovation,Ha G,2015-05-19 11:20:09,,2015-06-22 00:00:00,Define Innovation team,2015-05-19 00:00:00,,Ha G,2015-05-19 11:20:25,,2015-06-22 00:00:00,2015-05-19 00:00:00,0,"Start to formulate a plan for innovation team, actions thereof and processes",2015-05-19 11:20:36,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:33,,2015-07-31 00:00:00,2015-05-19 00:00:00,Engineering,Ha G,2015-05-19 11:20:46,,2015-07-31 00:00:00,Establish formal Architectural Process for Key Components Engineering,2015-05-19 00:00:00,,Ha G,2015-05-19 11:21:27,,2015-07-31 00:00:00,2015-05-19 00:00:00,0,Establish formal Architectural Process for Key Components Engineering,2015-05-19 11:21:49,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:33,,2015-07-31 00:00:00,2015-05-19 00:00:00,Engineering,Ha G,2015-05-19 11:21:04,,2015-07-31 00:00:00,Hiring,2015-05-19 00:00:00,,Ha G,2015-05-19 11:21:54,,2015-07-31 00:00:00,2015-05-19 00:00:00,0,"Refocus hiring to fill gaps in Data Architecure, Data Quality and Testing",2015-05-19 11:22:06,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:33,,2015-07-31 00:00:00,2015-05-19 00:00:00,Engineering,Ha G,2015-05-19 11:21:14,,2015-06-10 00:00:00,Architectural Integrity of Critical Components,2015-05-19 00:00:00,,Ha G,2015-05-19 11:22:12,,2015-06-10 00:00:00,2015-05-19 00:00:00,0,Requirements Specification for CRITICAL COMPONENTS FOR both Product and Pipeline,2015-05-19 11:22:26,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:48,,2015-07-30 00:00:00,2015-05-19 00:00:00,Yoda,Ha G,2015-05-19 11:22:32,,2015-06-30 00:00:00,Deliver Yoda 1.0,2015-05-19 00:00:00,,Ha G,2015-05-19 11:23:21,,2015-06-30 00:00:00,2015-05-19 00:00:00,0,Watson: Delivery Yoda/ Watson 1.0/ Company Choices,2015-05-19 11:23:34,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:48,,2015-07-30 00:00:00,2015-05-19 00:00:00,Yoda,Ha G,2015-05-19 11:22:55,,2015-05-30 00:00:00,Design Watson 1.5,2015-05-19 00:00:00,,Ha G,2015-05-19 11:23:40,,2015-05-30 00:00:00,2015-05-19 00:00:00,0,"Design, prototype Watson 1.5 with personality API",2015-05-19 11:23:56,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:54:48,,2015-07-30 00:00:00,2015-05-19 00:00:00,Yoda,Ha G,2015-05-19 11:23:06,,2015-07-30 00:00:00,Deliver Watson 1.5 Company,2015-05-19 00:00:00,,Ha G,2015-05-19 11:24:03,,2015-07-30 00:00:00,2015-05-19 00:00:00,0,Watson: Delivery Yoda- Watson 1.5 Company + Person choices,2015-05-19 11:24:19,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:55:12,,2015-08-15 00:00:00,2015-05-19 00:00:00,Data Pipeline,Ha G,2015-05-19 11:24:25,,2015-06-30 00:00:00,Deliver Commonscrawl Explotation/ Phase 1,2015-05-19 00:00:00,,Ha G,2015-05-19 11:25:09,,2015-06-30 00:00:00,2015-05-19 00:00:00,0,Phase 2/ Commonscrawl/ Exploit taxonomy data and product data in addition to product names,2015-05-19 11:25:24,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:55:12,,2015-08-15 00:00:00,2015-05-19 00:00:00,Data Pipeline,Ha G,2015-05-19 11:24:41,,2015-05-30 00:00:00,PG - Release 1,2015-05-19 00:00:00,,Ha G,2015-05-19 11:25:29,,2015-05-30 00:00:00,2015-05-19 00:00:00,0,Implement and Demo Product Graph / Release 1,2015-05-21 02:55:46,
Engineering,Ha G,2014-06-16 07:00:00,Ha G,2015-05-19 10:55:12,,2015-08-15 00:00:00,2015-05-19 00:00:00,Data Pipeline,Ha G,2015-05-19 11:24:54,,2015-08-15 00:00:00,PG- Release 2,2015-05-19 00:00:00,,Ha G,2015-05-19 11:25:47,,2015-08-15 00:00:00,2015-05-19 00:00:00,0,Design PG/ Release 2, and build with a Industry Use Case in mind,2015-05-19 11:26:10
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:44,,2015-09-25 00:00:00,Increase workforce to 120 employees with focus on Engineers and Data Science,2015-05-08 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:51:36,,2015-08-03 00:00:00,2015-07-01 00:00:00,4,Set up pipeline to make atleast 6 offers every month,2015-06-26 05:13:35,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:44,,2015-09-25 00:00:00,Increase workforce to 120 employees with focus on Engineers and Data Science,2015-05-08 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:51:40,,2015-09-25 00:00:00,2015-05-21 00:00:00,4,Shortlist and brief 2 vendors in Singapore,2015-05-21 04:47:07,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:44,,2015-09-25 00:00:00,Increase workforce to 120 employees with focus on Engineers and Data Science,2015-05-08 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:51:44,,,2015-05-21 04:46:33,4,Collaborate with vendors in India to increase the top of the funnel resumes coming in,2015-06-26 05:13:23,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:44,,2015-09-25 00:00:00,Increase workforce to 120 employees with focus on Engineers and Data Science,2015-05-08 00:00:00,Johnson Roy,Johnson Roy,2015-06-26 12:00:35,"Sources & Applied :49\
\
Hired :Gigi Ho Hui Yei",2015-06-26 12:07:45,2015-05-08 00:00:00,5,Office Administrator - Preferably Singaporean(Female),2015-06-26 12:07:45,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:48,,,Set up the Crayon talent brand,,Abir Barua,Prarthana Jairath,2015-04-23 17:51:51,,,2015-05-21 04:44:48,4,Set up the talent node on Crayondata.com,2015-05-21 04:44:48,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:48,,,Set up the Crayon talent brand,,Abir Barua,Prarthana Jairath,2015-04-23 17:51:57,,,2015-05-21 04:44:51,3,Rewrite the job description to make them people centric,2015-05-21 04:44:51,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:48,,,Set up the Crayon talent brand,,Abir Barua,Prarthana Jairath,2015-04-23 17:52:00,,2015-05-21 04:44:54,2015-05-21 04:44:54,4,Testmonials from Crayon employees,2015-05-21 04:44:57,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Abir Barua,2015-04-23 17:50:48,,,Set up the Crayon talent brand,,Abir Barua,Prarthana Jairath,2015-04-23 17:52:05,,,2015-05-21 04:45:03,3,Write the problems that we are solving to interest potential candidates esp for Data Science and Engineers,2015-05-21 04:45:03,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:16,,2015-09-25 00:00:00,2015-05-08 00:00:00,AMJ_People Recruitment,Prarthana Jairath,2015-06-26 06:30:36,,,Rough Diamond Recrutiment - Hire 10 freshers and 10 interns,,,,,,,,,,,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:20,,2015-06-03 00:00:00,2015-05-18 00:00:00,People development,Abir Barua,2015-04-23 17:50:53,,2015-06-03 00:00:00,Set in place transparent Employee Evaluation process,2015-05-18 00:00:00,Abir Barua,Abir Barua,2015-04-23 17:52:27,,2015-05-25 00:00:00,2015-05-18 00:00:00,2,Design the model,2015-05-21 07:59:42,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:20,,2015-06-03 00:00:00,2015-05-18 00:00:00,People development,Abir Barua,2015-04-23 17:50:53,,2015-06-03 00:00:00,Set in place transparent Employee Evaluation process,2015-05-18 00:00:00,,Abir Barua,2015-04-23 17:52:32,,2015-05-29 00:00:00,2015-05-27 00:00:00,0,Get approval from SS,2015-05-21 07:59:27,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:20,,2015-06-03 00:00:00,2015-05-18 00:00:00,People development,Abir Barua,2015-04-23 17:50:53,,2015-06-03 00:00:00,Set in place transparent Employee Evaluation process,2015-05-18 00:00:00,,Abir Barua,2015-04-23 17:52:35,,2015-06-03 00:00:00,2015-05-28 00:00:00,0,Implement the model,2015-05-21 08:00:23,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:20,,2015-06-03 00:00:00,2015-05-18 00:00:00,People development,Prarthana Jairath,2015-04-23 17:51:00,,,Internal Skills training,,Abir Barua,Prarthana Jairath,2015-04-23 17:52:50,,,2015-05-21 08:00:52,4,Data and programing training module,2015-06-26 05:10:42,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:20,,2015-06-03 00:00:00,2015-05-18 00:00:00,People development,Prarthana Jairath,2015-04-23 17:51:00,,,Internal Skills training,,Abir Barua,Prarthana Jairath,2015-04-23 17:52:54,,,2015-05-21 08:00:55,4,Analytics 101 training module,2015-06-26 05:10:45,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Abir Barua,2015-04-23 17:51:11,,2015-06-05 00:00:00,Execute Compensation and Benefits scheme for all employees,2015-05-21 00:00:00,Abir Barua,Abir Barua,2015-04-23 17:53:09,,2015-05-25 00:00:00,2015-05-21 00:00:00,2,Design scheme,2015-05-21 04:42:31,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Abir Barua,2015-04-23 17:51:11,,2015-06-05 00:00:00,Execute Compensation and Benefits scheme for all employees,2015-05-21 00:00:00,,Abir Barua,2015-04-23 17:53:13,,2015-05-27 00:00:00,2015-05-26 00:00:00,0,Get approval from SS,2015-05-21 04:43:13,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Abir Barua,2015-04-23 17:51:11,,2015-06-05 00:00:00,Execute Compensation and Benefits scheme for all employees,2015-05-21 00:00:00,,Abir Barua,2015-04-23 17:53:19,Present at at town hall,2015-06-05 00:00:00,2015-06-05 00:00:00,0,Inform employees,2015-05-21 04:44:14,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Abir Barua,2015-04-23 17:51:11,,2015-06-05 00:00:00,Execute Compensation and Benefits scheme for all employees,2015-05-21 00:00:00,,Abir Barua,2015-04-23 17:53:23,,,,0,Implement the model,2015-04-24 16:43:00,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Prarthana Jairath,2015-06-26 06:22:08,,2015-06-30 00:00:00,Award Letters for all employees,2015-04-01 00:00:00,Prarthana Jairath,Prarthana Jairath,2015-06-26 06:23:59,,2015-06-30 00:00:00,2015-04-01 00:00:00,4,Recommend and give out Rainbow award letters,2015-06-26 06:24:54,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:26,To provide salary adjustment reccomendation for the company for year ending March 2015 ,2015-06-30 00:00:00,2015-04-01 00:00:00,AMJ_Compensation,Prarthana Jairath,2015-06-26 06:22:08,,2015-06-30 00:00:00,Award Letters for all employees,2015-04-01 00:00:00,Prarthana Jairath,Prarthana Jairath,2015-06-26 06:25:11,,2015-06-26 00:00:00,2015-06-22 00:00:00,4,Hand out 1st vesting letters,2015-06-26 06:25:38,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:31,,2015-05-29 00:00:00,2015-05-01 00:00:00,AMJ_People Administration_Operations and Compliance,Abir Barua,2015-04-23 17:51:16,,2015-05-29 00:00:00,Create an online portal for storing and monitoring employee information,2015-05-01 00:00:00,Johnson Roy,Johnson Roy,2015-04-23 17:53:32,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Employee Data Base,2015-06-26 07:33:03,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:31,,2015-05-29 00:00:00,2015-05-01 00:00:00,AMJ_People Administration_Operations and Compliance,Abir Barua,2015-04-23 17:51:16,,2015-05-29 00:00:00,Create an online portal for storing and monitoring employee information,2015-05-01 00:00:00,Johnson Roy,Johnson Roy,2015-04-23 17:53:35,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Work from Home,2015-06-26 07:33:05,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:31,,2015-05-29 00:00:00,2015-05-01 00:00:00,AMJ_People Administration_Operations and Compliance,Abir Barua,2015-04-23 17:51:16,,2015-05-29 00:00:00,Create an online portal for storing and monitoring employee information,2015-05-01 00:00:00,Johnson Roy,Johnson Roy,2015-04-23 17:53:39,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Leave tracker,2015-06-26 07:33:08,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:31,,2015-05-29 00:00:00,2015-05-01 00:00:00,AMJ_People Administration_Operations and Compliance,Abir Barua,2015-04-23 17:51:16,,2015-05-29 00:00:00,Create an online portal for storing and monitoring employee information,2015-05-01 00:00:00,Johnson Roy,Johnson Roy,2015-04-23 17:53:42,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Benefit tracker,2015-07-03 11:11:50,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:31,,2015-05-29 00:00:00,2015-05-01 00:00:00,AMJ_People Administration_Operations and Compliance,Abir Barua,2015-04-23 17:51:16,,2015-05-29 00:00:00,Create an online portal for storing and monitoring employee information,2015-05-01 00:00:00,Johnson Roy,Johnson Roy,2015-04-23 17:53:46,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Travel/Visa Information tracker,2015-06-26 07:33:14,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:35,,2015-06-12 00:00:00,2015-05-01 00:00:00,AMJ_People Operations Automation,Abir Barua,2015-04-23 17:51:23,,2015-06-12 00:00:00,Roll out the end to end seamless employee experinece from application to onboarding - JAZZ,2015-05-01 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:53:51,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Define requirements,2015-05-21 04:52:30,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:35,,2015-06-12 00:00:00,2015-05-01 00:00:00,AMJ_People Operations Automation,Abir Barua,2015-04-23 17:51:23,,2015-06-12 00:00:00,Roll out the end to end seamless employee experinece from application to onboarding - JAZZ,2015-05-01 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:53:55,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Design form based workflow,2015-06-26 05:11:58,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:35,,2015-06-12 00:00:00,2015-05-01 00:00:00,AMJ_People Operations Automation,Abir Barua,2015-04-23 17:51:23,,2015-06-12 00:00:00,Roll out the end to end seamless employee experinece from application to onboarding - JAZZ,2015-05-01 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:54:00,,2015-05-29 00:00:00,2015-05-01 00:00:00,4,Write content,2015-06-26 05:12:02,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:35,,2015-06-12 00:00:00,2015-05-01 00:00:00,AMJ_People Operations Automation,Abir Barua,2015-04-23 17:51:23,,2015-06-12 00:00:00,Roll out the end to end seamless employee experinece from application to onboarding - JAZZ,2015-05-01 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:54:04,,2015-06-05 00:00:00,2015-05-18 00:00:00,2,Implement form based candidate evaluation,2015-05-21 04:55:00,
People,Ha G,2014-06-16 07:00:00,Abir Barua,2015-04-23 17:50:35,,2015-06-12 00:00:00,2015-05-01 00:00:00,AMJ_People Operations Automation,Abir Barua,2015-04-23 17:51:23,,2015-06-12 00:00:00,Roll out the end to end seamless employee experinece from application to onboarding - JAZZ,2015-05-01 00:00:00,Abir Barua,Prarthana Jairath,2015-04-23 17:54:08,,2015-06-12 00:00:00,2015-05-18 00:00:00,2,Implement java script based offer letter,2015-05-21 04:55:41,
