category_name,category_created_by,category_created_date,project_created_by,project_created_date,project_description,project_end_date,project_start_date,project_story_name,epic_created_by,epic_created_date,epic_description,epic_end_date,epic_epic_name,epic_start_date,story_closed_by,story_created_by,story_created_date,story_description,story_end_date,story_start_date,story_STATUS,story_task_name,story_updated_date,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:11,"Done through \
- Upsell/cross-sell opportunities and  \
- renewals/extensions for each client",,Evidence clear value to crayon,,Ha G,Bhaskar V.,2015-04-17 16:04:59,,2015-04-23 00:00:00,2015-04-23 00:00:00,3,Set-up and launch qualification process across Sales/Solg/Marketing teams,2015-05-05 09:24:09,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:11,"Done through \
- Upsell/cross-sell opportunities and  \
- renewals/extensions for each client",,Evidence clear value to crayon,,Bhaskar V.,Bhaskar V.,2015-04-17 16:05:08,,2015-04-22 00:00:00,2015-04-20 00:00:00,1,Set-up and launch fortnightly engagement review model across BD/Solg/Del,2015-05-04 13:59:01,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:23,"Done through\
- Setting up tests/processes to prove effectiveness of Choices being delivered  \
- Increased response rate on campaigns executed  \
- Increased revenues for clients",,Evidence clear value to client,,Bhaskar V.,Bhaskar V.,2015-04-17 16:05:35,,2015-04-23 00:00:00,2015-04-23 00:00:00,3,Create and launch Delivery Portal,2015-05-02 06:19:17,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:23,"Done through\
- Setting up tests/processes to prove effectiveness of Choices being delivered  \
- Increased response rate on campaigns executed  \
- Increased revenues for clients",,Evidence clear value to client,,Bhaskar V.,Bhaskar V.,2015-04-17 16:05:43,,,2015-05-02 06:19:28,2,Develop standard templates for each stage of engagement,2015-05-02 06:19:28,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:23,"Done through\
- Setting up tests/processes to prove effectiveness of Choices being delivered  \
- Increased response rate on campaigns executed  \
- Increased revenues for clients",,Evidence clear value to client,,Bhaskar V.,Bhaskar V.,2015-04-17 16:05:48,,2015-04-22 00:00:00,2015-04-18 00:00:00,0,Develop and train teams on delivery standards expected,2015-05-04 13:58:44,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:30,"- using and validating existing use cases, data, channels \
- identifying and establishing new channels, connectors and other features",,Evidence clear value to product,,Bhaskar V.,Bhaskar V.,2015-04-17 16:06:03,,,2015-05-04 13:59:14,3,Develop and finalise Product Features and Use Case list (current & road-map),2015-05-04 13:59:16,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:30,"- using and validating existing use cases, data, channels \
- identifying and establishing new channels, connectors and other features",,Evidence clear value to product,,Bhaskar V.,Bhaskar V.,2015-04-17 16:06:10,,,2015-05-02 06:20:08,0,"Create and launch template for defining new use cases, features identified through delivery engagements",2015-05-02 06:20:08,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:36,"Done through \
- Validated Use Cases signed off by clients across products and verticals  \
- Referrals and testimonials from satisfied clients",,Evidence clear value to network ,,Bhaskar V.,Bhaskar V.,2015-04-17 16:06:21,,2015-05-15 00:00:00,2015-04-21 00:00:00,2,Create templates for client use cases (internal & external),2015-05-04 13:39:11,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:03:27,,,,Set-up model to create proven value at scale across engagements,Bhaskar V.,2015-04-17 16:04:36,"Done through \
- Validated Use Cases signed off by clients across products and verticals  \
- Referrals and testimonials from satisfied clients",,Evidence clear value to network ,,Bhaskar V.,Bhaskar V.,2015-04-17 16:06:29,,2015-05-30 00:00:00,2015-04-21 00:00:00,1,Establish a process to merge success cases from each engagement into Kaleidoscope,2015-05-04 13:39:15,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:07:57,,2015-09-30 00:00:00,Renew GLH and find extensions,2015-04-21 00:00:00,,Nick Abraham,2015-04-17 16:08:29,,2015-06-30 00:00:00,2015-04-21 00:00:00,5,GLH CoB migrate into Maya back-end and get every property VCGM to use,2015-05-20 10:37:53,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:07:57,,2015-09-30 00:00:00,Renew GLH and find extensions,2015-04-21 00:00:00,,Nick Abraham,2015-04-17 16:08:37,Part of work Vijay/Nick is discussing with client,2015-06-30 00:00:00,2015-04-21 00:00:00,5,GLH ChoB migrate to Pepper back-end and get each property GM to use,2015-05-20 10:37:58,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:07:57,,2015-09-30 00:00:00,Renew GLH and find extensions,2015-04-21 00:00:00,Nick Abraham,Nick Abraham,2015-04-17 16:08:44,Vijay working on this with Nick Currently.  To be done before 1st July which is when the SaaS agreements run out.,2015-06-30 00:00:00,2015-05-20 00:00:00,2,Create value-oriented business case on CoB/CHoB and get renewal,2015-05-20 10:36:22,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:07:57,,2015-09-30 00:00:00,Renew GLH and find extensions,2015-04-21 00:00:00,Nick Abraham,Nick Abraham,2015-04-17 16:08:50,Need to review the current situation with Unpack within GLH and monitor.  To make sure we get re-involved for next phases based on its success,2015-09-30 00:00:00,2015-08-03 00:00:00,2,GLH Unpack - revival and activate next phase,2015-05-20 10:36:20,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:08:03,,2015-10-31 00:00:00,Launch DTCM and extend the use of Maya,2014-07-01 00:00:00,Nick Abraham,Nick Abraham,2015-04-17 16:09:02,,2015-10-31 00:00:00,2014-11-02 00:00:00,3,Ensure smooth deal flow to DTCM,2015-05-20 10:47:33,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:08:03,,2015-10-31 00:00:00,Launch DTCM and extend the use of Maya,2014-07-01 00:00:00,,Nick Abraham,2015-04-17 16:09:10,,2015-10-31 00:00:00,2014-07-01 00:00:00,0,Personalise deal delivery,2015-05-21 06:02:15,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-04-17 16:08:03,,2015-10-31 00:00:00,Launch DTCM and extend the use of Maya,2014-07-01 00:00:00,,Nick Abraham,2015-04-17 16:09:17,,2015-10-31 00:00:00,2014-07-01 00:00:00,0,Get new customers through Enzo,2015-05-21 06:02:24,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:39,,,Renew SCMC,,,Siva Guduru,2015-04-17 16:10:31,,2015-04-21 00:00:00,2015-04-21 00:00:00,5,Deliver choices to SCB,2015-04-24 16:58:01,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:39,,,Renew SCMC,,,Siva Guduru,2015-04-17 16:10:39,,2015-04-21 00:00:00,2015-04-21 00:00:00,5,Ensure SCB uses these choices,2015-04-24 16:58:20,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:39,,,Renew SCMC,,,Siva Guduru,2015-04-17 16:10:46,,2015-04-21 00:00:00,2015-04-21 00:00:00,5,Prove the value of choice-driven model,2015-04-24 16:58:25,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:39,,,Renew SCMC,,,Siva Guduru,2015-04-17 16:10:53,,2015-04-21 00:00:00,2015-04-21 00:00:00,5,Engage stakeholders to ensure renewal/extension,2015-04-24 16:58:34,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:43,,,Launch Maya at DBS Retail Banking,,,Siva Guduru,2015-04-17 16:11:06,,,,0,Set-up the solution to work within DBS,2015-04-24 16:31:40,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:43,,,Launch Maya at DBS Retail Banking,,,Siva Guduru,2015-04-17 16:11:13,,,,0,Deliver choices to DBS,2015-04-24 16:31:44,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:43,,,Launch Maya at DBS Retail Banking,,,Siva Guduru,2015-04-17 16:11:19,,2015-04-20 00:00:00,2015-04-20 00:00:00,5,Ensure DBS uses these choices,2015-04-24 16:31:49,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:43,,,Launch Maya at DBS Retail Banking,,,Siva Guduru,2015-04-17 16:11:25,,2015-04-20 00:00:00,2015-04-20 00:00:00,5,Prove the value of choice-driven model,2015-04-24 16:31:53,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:47,,,Renew Yoda at DBS SME Banking,,,Siva Guduru,2015-04-17 16:11:38,,,,0,Get Taiwan team to use Yoda platform,2015-04-24 16:58:52,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:47,,,Renew Yoda at DBS SME Banking,,,Siva Guduru,2015-04-17 16:11:44,,,,0,Confirm and set-up India instance,2015-04-24 16:58:56,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:47,,,Renew Yoda at DBS SME Banking,,,Siva Guduru,2015-04-17 16:11:51,,,,0,Engage with regional team to get a annual subscription,2015-04-24 16:59:02,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:54,,,Launch Maya at FabIndia and find extension,,,Siva Guduru,2015-04-17 16:12:07,,,,0,Sales executive training on usage of the app,2015-04-24 17:00:17,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:54,,,Launch Maya at FabIndia and find extension,,,Siva Guduru,2015-04-17 16:12:13,,,,0,Demo & deployment of the app at designated stores,2015-04-24 17:00:22,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:54,,,Launch Maya at FabIndia and find extension,,,Siva Guduru,2015-04-17 16:12:19,,,,0,Metrics for usage of the app,2015-04-24 17:00:25,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:54,,,Launch Maya at FabIndia and find extension,,,Siva Guduru,2015-04-17 16:12:25,,,,0,Identify areas of improvement for better choices & customer journey,2015-04-24 17:00:30,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:57,,,Launch Yoda at SingTel,,,Siva Guduru,2015-04-17 16:12:39,,,,0,Unearth hidden characteristics of their clients from the current customers list with our data,2015-04-24 17:00:39,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:09:57,,,Launch Yoda at SingTel,,,Siva Guduru,2015-04-17 16:12:45,,,,0,Prioritize the leads to SingTel based on the profiling,2015-04-24 17:00:42,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:01,,,Revive Boardroom and Qlikview,,,Siva Guduru,2015-04-17 16:12:59,,,,0,Re-engage the client on the key roadblocks faced by them,2015-04-24 17:00:47,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:01,,,Revive Boardroom and Qlikview,,,Siva Guduru,2015-04-17 16:13:04,,,,0,Assess and identify ways to get a renewal/extension / fresh PoC,2015-04-24 17:00:51,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:07,,,Revive Google ASEAN,,Bhaskar V.,Siva Guduru,2015-04-17 16:13:19,,,2015-05-02 06:17:49,4,Re-engage the client on the requirements this year,2015-05-04 13:39:58,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:07,,,Revive Google ASEAN,,Ha G,Siva Guduru,2015-04-17 16:13:25,,,2015-05-02 06:17:51,1,Seek testimonial for the last engagement (private / public),2015-05-06 08:11:11,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:11,,,Close ALE,,,Siva Guduru,2015-04-17 16:13:36,,,,0,Identify ways to deliver the existing leads,2015-04-24 16:34:13,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:11,,,Close ALE,,,Siva Guduru,2015-04-17 16:13:44,,,,0,Work through the client for any support needed to complete lead generation,2015-04-24 16:34:20,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Siva Guduru,2015-04-17 16:10:11,,,Close ALE,,,Siva Guduru,2015-04-17 16:13:52,,,,0,Capture the learnings from the engagement and share,2015-04-24 16:34:26,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Ajay Kashyap,2015-04-17 16:15:05,,,Create Wealth Management use case through Nord,,Ajay Kashyap,Ajay Kashyap,2015-04-17 16:15:24,,,2015-05-04 12:40:09,0,Illustrate several distinct product recommendation scenarios (in a asset management set-up) via a clear set of customer walkthroughs / journeys.,2015-05-04 12:40:14,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Ajay Kashyap,2015-04-17 16:15:05,,,Create Wealth Management use case through Nord,,,Ajay Kashyap,2015-04-17 16:15:46,"a/Nord has enough data internally to invest in a build and \
b/ Crayon will bring external market insight for a well informed, unbiased advice to end users",,,0,Create a demo of some description to make walkthroughs come alive and demonstrate,2015-04-24 16:59:31,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Ajay Kashyap,2015-04-17 16:15:09,,,Create Enzo use-case and value through Dyson,,,Ajay Kashyap,2015-04-17 16:16:00,,,,0,Identify and deliver alternate URLs to enable Dyson to attract more customers to their dyson.jp website,2015-04-24 16:59:48,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Ajay Kashyap,2015-04-17 16:15:09,,,Create Enzo use-case and value through Dyson,,,Ajay Kashyap,2015-04-17 16:16:08,,,,0,Add additional taste based profile information to standard cookie customer segments for marketing insights,2015-04-24 16:59:57,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:20:08,,2015-10-25 00:00:00,Launch ENBD and extend the use of Maya,2014-05-11 00:00:00,Nick Abraham,Nick Abraham,2015-05-20 10:49:39,,2015-05-22 00:00:00,2014-05-11 00:00:00,3,Setup Infrastructure and External Data feeds,2015-05-20 10:50:46,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:20:08,,2015-10-25 00:00:00,Launch ENBD and extend the use of Maya,2014-05-11 00:00:00,,Nick Abraham,2015-05-20 10:51:16,,2015-06-06 00:00:00,2014-05-14 00:00:00,0,Graph Calculation and Standardisation,2015-05-20 10:52:05,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:20:08,,2015-10-25 00:00:00,Launch ENBD and extend the use of Maya,2014-05-11 00:00:00,,Nick Abraham,2015-05-20 10:52:40,,2015-06-13 00:00:00,2014-05-29 00:00:00,0,Affinity Validation + additional categories,2015-05-20 10:53:21,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:20:08,,2015-10-25 00:00:00,Launch ENBD and extend the use of Maya,2014-05-11 00:00:00,,Nick Abraham,2015-05-20 10:53:33,,2015-06-28 00:00:00,2014-06-13 00:00:00,0,Regular choice delivery iterations,2015-05-20 10:54:02,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:20:08,,2015-10-25 00:00:00,Launch ENBD and extend the use of Maya,2014-05-11 00:00:00,,Nick Abraham,2015-05-20 10:54:15,,2015-10-25 00:00:00,2014-07-06 00:00:00,0,Campaign Kick Off,2015-05-20 10:54:51,
Delivery,Ha G,2014-06-16 07:00:00,Bhaskar V.,2015-04-17 16:07:08,,2015-10-31 00:00:00,2014-05-11 00:00:00,Prove value for each existing/past client,Nick Abraham,2015-05-20 10:41:21,,2015-05-20 00:00:00,Launch Nord,2014-05-20 00:00:00,,Nick Abraham,2015-05-20 10:55:03,,2015-05-20 00:00:00,2014-05-20 00:00:00,0,TBD with Vijay,2015-05-20 10:55:50,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:31:48,,2015-08-19 00:00:00,Sign-up module - This lets the client sign-up for MAYA,2015-05-19 00:00:00,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:35:10,,2015-05-27 00:00:00,2015-05-19 00:00:00,0,Product feature: Allow the client to sign up on a portal,2015-05-22 07:08:05,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:31:48,,2015-08-19 00:00:00,Sign-up module - This lets the client sign-up for MAYA,2015-05-19 00:00:00,,Ajay Kashyap,2015-04-23 17:35:14,,2015-05-27 00:00:00,2015-05-19 00:00:00,0,Workflow feature: Create an approval process to activate a client,2015-05-19 10:42:55,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:31:48,,2015-08-19 00:00:00,Sign-up module - This lets the client sign-up for MAYA,2015-05-19 00:00:00,,Ajay Kashyap,2015-04-23 17:35:18,,2015-08-19 00:00:00,2015-05-19 00:00:00,0,Engineering feature: Automatically create a sandbox for the client,2015-05-19 10:43:19,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:03,,,Ingest module - This lets the client to upload the data required for delivery of choices and offers of the client,,,Ajay Kashyap,2015-04-23 17:35:24,,,,0,"Product feature: Ability for the user to choose his industry, and get the exact data requirements",2015-05-19 10:44:11,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:03,,,Ingest module - This lets the client to upload the data required for delivery of choices and offers of the client,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:35:28,,,2015-05-22 07:08:11,1,"Product features: Ability for the user to upload the data through the portal, based on the data requirements",2015-05-22 07:08:11,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:03,,,Ingest module - This lets the client to upload the data required for delivery of choices and offers of the client,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:35:32,,,2015-05-22 07:08:24,1,Product feature: Ability for Crayon to validate the data entered by the client,2015-05-22 07:08:24,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:03,,,Ingest module - This lets the client to upload the data required for delivery of choices and offers of the client,,,Ajay Kashyap,2015-04-23 17:35:37,,,,0,"Product feature: Ability for Crayon to ingest, transform and load the data",2015-05-19 10:44:54,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:03,,,Ingest module - This lets the client to upload the data required for delivery of choices and offers of the client,,,Ajay Kashyap,2015-04-23 17:35:43,,,,0,Testing and validation,2015-05-19 10:45:00,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:27,,,Configure module - This allows the client to configure the choices to its requirements,,,Ajay Kashyap,2015-04-23 17:35:51,,,,0,"Product feature: Ability for the user to choose the types of choices, filter the users for whom the choices need to be generated, and choose the categories of choices",2015-05-19 10:45:09,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:27,,,Configure module - This allows the client to configure the choices to its requirements,,,Ajay Kashyap,2015-04-23 17:35:55,,,,0,Product feature: Ability to generate user - to - responsive website links,2015-05-19 10:45:14,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:32:45,,,Deploy module - See the consumer module,,,Ha G,2015-05-19 10:26:38,,,,0,See the consumer module,2015-05-19 10:26:49,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:33:15,,,Responsive website V1.0 - The enterprises guide their consumers to this app to deliver choices,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:37:39,,,2015-05-22 07:09:22,2,"Product feature: Ability for the user to enter the preferences for restaurants, books, movies and hotels",2015-05-22 07:09:30,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:33:15,,,Responsive website V1.0 - The enterprises guide their consumers to this app to deliver choices,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:37:43,,,2015-05-22 07:09:25,2,"Product feature: Ability for the user to get choices based on preferences, location and time",2015-05-22 07:09:32,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:33:15,,,Responsive website V1.0 - The enterprises guide their consumers to this app to deliver choices,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:37:47,,,2015-05-22 07:09:35,2,Product feature: Ability for the user to get the details for the choices,2015-05-22 07:09:35,
Product,Ha G,2014-06-16 07:00:00,Ajay Kashyap,2015-04-23 17:30:39,,2015-08-19 00:00:00,2015-05-19 00:00:00,MAYA,Ajay Kashyap,2015-04-23 17:33:15,,,Responsive website V1.0 - The enterprises guide their consumers to this app to deliver choices,,Ajay Kashyap,Ajay Kashyap,2015-04-23 17:37:51,,,2015-05-22 07:09:40,0,Product feature: Ability for the user to get the deals for the choices,2015-05-22 07:09:40,
